sess0001, 000023, 250, 519, DIMM, 12, 1, 12.000000, GVWY, 0, 2, 0.000000, SHVR, 0, 2, 0.000000, TMGD, 500, 1, 500.000000, ZIC, 0, 2, 0.000000, ZIP, 7, 2, 3.500000, 250, 519, 
sess0001, 000030, 257, 514, DIMM, 12, 1, 12.000000, GVWY, 0, 2, 0.000000, SHVR, 0, 2, 0.000000, TMGD, 500, 1, 500.000000, ZIC, 0, 2, 0.000000, ZIP, 174, 2, 87.000000, 257, 514, 
sess0001, 000034, 474, 493, DIMM, 12, 1, 12.000000, GVWY, 39, 2, 19.500000, SHVR, 33, 2, 16.500000, TMGD, 500, 1, 500.000000, ZIC, 0, 2, 0.000000, ZIP, 174, 2, 87.000000, 474, 493, 
sess0001, 000036, 435, 493, DIMM, 12, 1, 12.000000, GVWY, 39, 2, 19.500000, SHVR, 33, 2, 16.500000, TMGD, 9, 1, 9.000000, ZIC, 62, 2, 31.000000, ZIP, 174, 2, 87.000000, 435, 493, 
sess0001, 000046, 426, 502, DIMM, 505, 1, 505.000000, GVWY, 95, 2, 47.500000, SHVR, 33, 2, 16.500000, TMGD, 9, 1, 9.000000, ZIC, 62, 2, 31.000000, ZIP, 174, 2, 87.000000, 426, 502, 
sess0001, 000046, 427, 570, DIMM, 2, 1, 2.850000, GVWY, 95, 2, 47.500000, SHVR, 33, 2, 16.500000, TMGD, 511, 1, 511.150000, ZIC, 62, 2, 31.000000, ZIP, 174, 2, 87.000000, 427, 570, 
sess0001, 000060, 490, 570, DIMM, 2, 1, 2.850000, GVWY, 159, 2, 79.764167, SHVR, 122, 2, 61.235833, TMGD, 511, 1, 511.150000, ZIC, 62, 2, 31.000000, ZIP, 174, 2, 87.000000, 490, 570, 
sess0001, 000068, 493, 570, DIMM, 2, 1, 2.850000, GVWY, 159, 2, 79.764167, SHVR, 162, 2, 81.235833, TMGD, 511, 1, 511.150000, ZIC, 62, 2, 31.000000, ZIP, 229, 2, 114.500000, 493, 570, 
sess0001, 000074, 499, 570, DIMM, 558, 1, 558.850000, GVWY, 159, 2, 79.764167, SHVR, 162, 2, 81.235833, TMGD, 511, 1, 511.150000, ZIC, 63, 2, 31.500000, ZIP, 229, 2, 114.500000, 499, 570, 
sess0001, 000080, 452, 570, DIMM, 558, 1, 558.850000, GVWY, 159, 2, 79.764167, SHVR, 162, 2, 81.235833, TMGD, 21, 1, 21.283333, ZIC, 149, 2, 74.933333, ZIP, 229, 2, 114.500000, 452, 570, 
sess0001, 000082, 458, 570, DIMM, 1, 1, 1.716667, GVWY, 159, 2, 79.764167, SHVR, 162, 2, 81.235833, TMGD, 578, 1, 578.416667, ZIC, 149, 2, 74.933333, ZIP, 229, 2, 114.500000, 458, 570, 
sess0001, 000091, 490, 998, DIMM, 1, 1, 1.716667, GVWY, 228, 2, 114.264167, SHVR, 162, 2, 81.235833, TMGD, 578, 1, 578.416667, ZIC, 149, 2, 74.933333, ZIP, 229, 2, 114.500000, 490, 998, 
sess0001, 000112, 490, 557, DIMM, 1, 1, 1.716667, GVWY, 228, 2, 114.264167, SHVR, 162, 2, 81.235833, TMGD, 578, 1, 578.416667, ZIC, 212, 2, 106.433333, ZIP, 266, 2, 133.000000, 490, 557, 
sess0001, 000139, 475, 520, DIMM, 1, 1, 1.716667, GVWY, 228, 2, 114.264167, SHVR, 162, 2, 81.235833, TMGD, 88, 1, 88.050000, ZIC, 228, 2, 114.116667, ZIP, 266, 2, 133.000000, 475, 520, 
sess0001, 000148, 475, 520, DIMM, 1, 1, 1.716667, GVWY, 278, 2, 139.264167, SHVR, 162, 2, 81.235833, TMGD, 88, 1, 88.050000, ZIC, 228, 2, 114.116667, ZIP, 266, 2, 133.000000, 475, 520, 
sess0001, 000155, 452, 500, DIMM, 1, 1, 1.716667, GVWY, 278, 2, 139.264167, SHVR, 162, 2, 81.235833, TMGD, 88, 1, 88.050000, ZIC, 228, 2, 114.116667, ZIP, 370, 2, 185.000000, 452, 500, 
sess0001, 000170, 296, 544, DIMM, 1, 1, 1.716667, GVWY, 278, 2, 139.264167, SHVR, 188, 2, 94.235833, TMGD, 88, 1, 88.050000, ZIC, 334, 2, 167.116667, ZIP, 370, 2, 185.000000, 296, 544, 
sess0001, 000180, 307, 544, DIMM, 1, 1, 1.716667, GVWY, 278, 2, 139.264167, SHVR, 188, 2, 94.235833, TMGD, 88, 1, 88.050000, ZIC, 334, 2, 167.116667, ZIP, 370, 2, 185.000000, 307, 544, 
sess0002, 000002, None, None, DIMM, 75, 1, 75.000000, GVWY, 0, 2, 0.000000, SHVR, 0, 2, 0.000000, TMGD, 500, 1, 500.000000, ZIC, 0, 2, 0.000000, ZIP, 0, 2, 0.000000, N, N, 
