sess0002, 000007, None, None, DIMM, 518, 1, 518.000000, GVWY, 0, 2, 0.000000, SHVR, 0, 2, 0.000000, TMGD, 500, 1, 500.000000, ZIC, 0, 2, 0.000000, ZIP, 109, 2, 54.500000, N, N, 
sess0002, 000014, None, None, DIMM, 6, 1, 6.000000, GVWY, 0, 2, 0.000000, SHVR, 0, 2, 0.000000, TMGD, 500, 1, 500.000000, ZIC, 0, 2, 0.000000, ZIP, 211, 2, 105.500000, N, N, 
sess0002, 000032, 443, 774, DIMM, 6, 1, 6.000000, GVWY, 0, 2, 0.000000, SHVR, 0, 2, 0.000000, TMGD, 500, 1, 500.000000, ZIC, 102, 2, 51.000000, ZIP, 211, 2, 105.500000, 443, 774, 
sess0002, 000036, 443, 517, DIMM, 6, 1, 6.000000, GVWY, 0, 2, 0.000000, SHVR, 84, 2, 42.000000, TMGD, 500, 1, 500.000000, ZIC, 130, 2, 65.000000, ZIP, 211, 2, 105.500000, 443, 517, 
sess0002, 000062, 440, 517, DIMM, 6, 1, 6.000000, GVWY, 63, 2, 31.500000, SHVR, 84, 2, 42.000000, TMGD, 500, 1, 500.000000, ZIC, 130, 2, 65.000000, ZIP, 211, 2, 105.500000, 440, 517, 
sess0002, 000092, 494, 515, DIMM, 6, 1, 6.000000, GVWY, 63, 2, 31.500000, SHVR, 84, 2, 42.000000, TMGD, 500, 1, 500.000000, ZIC, 193, 2, 96.500000, ZIP, 211, 2, 105.500000, 494, 515, 
sess0002, 000094, 494, 517, DIMM, 6, 1, 6.000000, GVWY, 63, 2, 31.500000, SHVR, 84, 2, 42.000000, TMGD, 500, 1, 500.000000, ZIC, 260, 2, 130.000000, ZIP, 211, 2, 105.500000, 494, 517, 
sess0002, 000112, 502, 564, DIMM, 523, 1, 523.000000, GVWY, 81, 2, 40.500000, SHVR, 84, 2, 42.000000, TMGD, 500, 1, 500.000000, ZIC, 260, 2, 130.000000, ZIP, 211, 2, 105.500000, 502, 564, 
sess0002, 000116, 441, 596, DIMM, 523, 1, 523.000000, GVWY, 87, 2, 43.500000, SHVR, 157, 2, 78.500000, TMGD, 500, 1, 500.000000, ZIC, 260, 2, 130.000000, ZIP, 211, 2, 105.500000, 441, 596, 
sess0002, 000138, 517, 579, DIMM, 523, 1, 523.000000, GVWY, 87, 2, 43.500000, SHVR, 217, 2, 108.500000, TMGD, 500, 1, 500.000000, ZIC, 281, 2, 140.500000, ZIP, 211, 2, 105.500000, 517, 579, 
sess0002, 000142, 443, 576, DIMM, 523, 1, 523.000000, GVWY, 124, 2, 62.000000, SHVR, 217, 2, 108.500000, TMGD, 500, 1, 500.000000, ZIC, 281, 2, 140.500000, ZIP, 213, 2, 106.500000, 443, 576, 
sess0002, 000148, 443, 492, DIMM, 523, 1, 523.000000, GVWY, 124, 2, 62.000000, SHVR, 301, 2, 150.500000, TMGD, 500, 1, 500.000000, ZIC, 367, 2, 183.500000, ZIP, 213, 2, 106.500000, 443, 492, 
sess0002, 000149, 443, None, DIMM, 31, 1, 31.000000, GVWY, 124, 2, 62.000000, SHVR, 301, 2, 150.500000, TMGD, 500, 1, 500.000000, ZIC, 367, 2, 183.500000, ZIP, 213, 2, 106.500000, 443, N, 
sess0002, 000153, 443, 604, DIMM, 574, 1, 574.000000, GVWY, 124, 2, 62.000000, SHVR, 301, 2, 150.500000, TMGD, 500, 1, 500.000000, ZIC, 367, 2, 183.500000, ZIP, 213, 2, 106.500000, 443, 604, 
sess0002, 000159, 443, None, DIMM, 33, 1, 33.000000, GVWY, 124, 2, 62.000000, SHVR, 301, 2, 150.500000, TMGD, 500, 1, 500.000000, ZIC, 500, 2, 250.000000, ZIP, 213, 2, 106.500000, 443, N, 
sess0002, 000178, 452, 554, DIMM, 33, 1, 33.000000, GVWY, 183, 2, 91.500000, SHVR, 301, 2, 150.500000, TMGD, 500, 1, 500.000000, ZIC, 500, 2, 250.000000, ZIP, 236, 2, 118.000000, 452, 554, 
sess0002, 000180, 452, 554, DIMM, 33, 1, 33.000000, GVWY, 183, 2, 91.500000, SHVR, 301, 2, 150.500000, TMGD, 500, 1, 500.000000, ZIC, 500, 2, 250.000000, ZIP, 236, 2, 118.000000, 452, 554, 
sess0003, 000002, None, None, DIMM, 97, 1, 97.000000, GVWY, 0, 2, 0.000000, SHVR, 0, 2, 0.000000, TMGD, 500, 1, 500.000000, ZIC, 0, 2, 0.000000, ZIP, 0, 2, 0.000000, N, N, 
sess0003, 000006, None, 569, DIMM, 649, 1, 649.000000, GVWY, 0, 2, 0.000000, SHVR, 0, 2, 0.000000, TMGD, 500, 1, 500.000000, ZIC, 0, 2, 0.000000, ZIP, 0, 2, 0.000000, N, 569, 
sess0003, 000007, None, None, DIMM, 80, 1, 80.000000, GVWY, 0, 2, 0.000000, SHVR, 0, 2, 0.000000, TMGD, 500, 1, 500.000000, ZIC, 0, 2, 0.000000, ZIP, 63, 2, 31.500000, N, N, 
sess0003, 000056, 443, 516, DIMM, 80, 1, 80.000000, GVWY, 0, 2, 0.000000, SHVR, 0, 2, 0.000000, TMGD, 500, 1, 500.000000, ZIC, 74, 2, 37.000000, ZIP, 63, 2, 31.500000, 443, 516, 
sess0003, 000093, 484, 495, DIMM, 80, 1, 80.000000, GVWY, 0, 2, 0.000000, SHVR, 94, 2, 47.000000, TMGD, 500, 1, 500.000000, ZIC, 74, 2, 37.000000, ZIP, 99, 2, 49.500000, 484, 495, 
sess0003, 000093, 488, 574, DIMM, 80, 1, 80.000000, GVWY, 0, 2, 0.000000, SHVR, 147, 2, 73.500000, TMGD, 500, 1, 500.000000, ZIC, 93, 2, 46.500000, ZIP, 99, 2, 49.500000, 488, 574, 
sess0003, 000117, 484, None, DIMM, 80, 1, 80.000000, GVWY, 34, 2, 17.100000, SHVR, 147, 2, 73.500000, TMGD, 10, 1, 10.800000, ZIC, 93, 2, 46.500000, ZIP, 99, 2, 49.500000, 484, N, 
sess0003, 000118, 484, None, DIMM, 80, 1, 80.000000, GVWY, 34, 2, 17.100000, SHVR, 147, 2, 73.500000, TMGD, 10, 1, 10.800000, ZIC, 123, 2, 61.500000, ZIP, 123, 2, 61.500000, 484, N, 
sess0003, 000126, 484, 595, DIMM, 80, 1, 80.000000, GVWY, 34, 2, 17.100000, SHVR, 179, 2, 89.600000, TMGD, 503, 1, 503.600000, ZIC, 123, 2, 61.500000, ZIP, 123, 2, 61.500000, 484, 595, 
sess0003, 000133, 513, 595, DIMM, 80, 1, 80.000000, GVWY, 34, 2, 17.100000, SHVR, 179, 2, 89.600000, TMGD, 503, 1, 503.600000, ZIC, 123, 2, 61.500000, ZIP, 278, 2, 139.000000, 513, 595, 
sess0003, 000160, 513, 572, DIMM, 80, 1, 80.000000, GVWY, 34, 2, 17.100000, SHVR, 179, 2, 89.600000, TMGD, 503, 1, 503.600000, ZIC, 261, 2, 130.500000, ZIP, 278, 2, 139.000000, 513, 572, 
sess0003, 000170, 488, 557, DIMM, 80, 1, 80.000000, GVWY, 60, 2, 30.100000, SHVR, 179, 2, 89.600000, TMGD, 503, 1, 503.600000, ZIC, 261, 2, 130.500000, ZIP, 278, 2, 139.000000, 488, 557, 
sess0003, 000180, 489, 873, DIMM, 80, 1, 80.000000, GVWY, 60, 2, 30.100000, SHVR, 179, 2, 89.600000, TMGD, 503, 1, 503.600000, ZIC, 261, 2, 130.500000, ZIP, 278, 2, 139.000000, 489, 873, 
sess0004, 000180, 452, 561, DIMM, 500, 1, 500.000000, GVWY, 305, 2, 152.500000, SHVR, 67, 2, 33.500000, TMGD, 500, 1, 500.000000, ZIC, 123, 2, 61.500000, ZIP, 189, 2, 94.500000, 452, 561, 
sess0005, 000180, 473, 486, DIMM, 4, 1, 4.000000, GVWY, 111, 2, 55.500000, SHVR, 308, 2, 154.000000, TMGD, 12, 1, 12.000000, ZIC, 204, 2, 102.000000, ZIP, 76, 2, 38.000000, 473, 486, 
sess0006, 000180, 500, 549, DIMM, 500, 1, 500.000000, GVWY, 116, 2, 58.000000, SHVR, 183, 2, 91.500000, TMGD, 500, 1, 500.000000, ZIC, 78, 2, 39.000000, ZIP, 96, 2, 48.000000, 500, 549, 
